,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
3366,364766,17739909,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc2cccnc2cc1N1CCCCC1)c1cnn2ccccc12,,,CHEMBL3886519,,2016.0,"{'bei': '21.80', 'le': '0.39', 'lle': '3.97', 'sei': '12.95'}",CHEMBL3895793,,CHEMBL3895793,8.10,False,http://www.openphacts.org/units/Nanomolar,2861284,=,37,True,=,,IC50,nM,,8.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,8.0
3367,364767,17739910,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncccc2cc1NC(=O)c1cnn2cc(O)cnc12,,,CHEMBL3886519,,2016.0,"{'bei': '23.99', 'le': '0.44', 'lle': '5.81', 'sei': '7.92'}",CHEMBL3978719,,CHEMBL3978719,8.05,False,http://www.openphacts.org/units/Nanomolar,2861285,=,37,True,=,,IC50,nM,,9.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,9.0
3368,364768,17739911,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nc(NCCO)ccc2cc1NC(=O)c1csc2cncnc12,,,CHEMBL3886519,,2016.0,"{'bei': '20.23', 'le': '0.39', 'lle': '5.10', 'sei': '7.32'}",CHEMBL3904732,,CHEMBL3904732,8.00,False,http://www.openphacts.org/units/Nanomolar,2861286,=,37,True,=,,IC50,nM,,10.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,10.0
3369,364769,17739912,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCCN)nc12,,,CHEMBL3886519,,2016.0,"{'bei': '20.28', 'le': '0.39', 'lle': '5.13', 'sei': '6.95'}",CHEMBL3943097,,CHEMBL3943097,8.00,False,http://www.openphacts.org/units/Nanomolar,2861287,=,37,True,=,,IC50,nM,,10.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,10.0
3370,364770,17739913,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc2cccnc2cc1O[C@H]1CC[C@H](O)CC1)c1csc2cncnc12,,,CHEMBL3886519,,2016.0,"{'bei': '18.93', 'le': '0.36', 'lle': '3.79', 'sei': '8.19'}",CHEMBL3972673,,CHEMBL3972673,7.96,False,http://www.openphacts.org/units/Nanomolar,2861288,=,37,True,=,,IC50,nM,,11.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,11.0
3371,364771,17739914,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc2cccnc2cc1N1CCCCC1)c1csc2cncnc12,,,CHEMBL3886519,,2016.0,"{'bei': '20.34', 'le': '0.39', 'lle': '3.44', 'sei': '11.15'}",CHEMBL3929293,,CHEMBL3929293,7.92,False,http://www.openphacts.org/units/Nanomolar,2861289,=,37,True,=,,IC50,nM,,12.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,12.0
3372,364772,17739915,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,NCC1CCN(c2cc3ncccc3cc2NC(=O)c2csc3cncnc23)CC1,,,CHEMBL3886519,,2016.0,"{'bei': '18.93', 'le': '0.36', 'lle': '4.25', 'sei': '8.16'}",CHEMBL3953525,,CHEMBL3953525,7.92,False,http://www.openphacts.org/units/Nanomolar,2861290,=,37,True,=,,IC50,nM,,12.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,12.0
3373,364773,17739916,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc2cccnc2cc1O[C@@H]1CC[C@@H](O)C1)c1csc2cncnc12,,,CHEMBL3886519,,2016.0,"{'bei': '19.25', 'le': '0.37', 'lle': '4.04', 'sei': '8.05'}",CHEMBL4108668,,CHEMBL4108668,7.82,False,http://www.openphacts.org/units/Nanomolar,2861291,=,37,True,=,,IC50,nM,,15.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,15.0
3374,364774,17739917,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc(Cl)ccc1N1CCC(CO)CC1)c1cnn2cc(O)cnc12,,,CHEMBL3886519,,2016.0,"{'bei': '19.27', 'le': '0.38', 'lle': '5.19', 'sei': '7.52'}",CHEMBL3944798,,CHEMBL3944798,7.75,False,http://www.openphacts.org/units/Nanomolar,2861292,=,37,True,=,,IC50,nM,,18.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,18.0
3375,364775,17739918,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,,,CHEMBL3886519,,2016.0,"{'bei': '23.02', 'le': '0.44', 'lle': '4.24', 'sei': '10.06'}",CHEMBL3822972,,CHEMBL3822972,7.75,False,http://www.openphacts.org/units/Nanomolar,2861293,=,37,True,=,,IC50,nM,,18.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,18.0
3376,364776,17739919,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cc(O)cnc12,,,CHEMBL3886519,,2016.0,"{'bei': '18.96', 'le': '0.37', 'lle': '4.62', 'sei': '7.01'}",CHEMBL3939426,,CHEMBL3939426,7.64,False,http://www.openphacts.org/units/Nanomolar,2861294,=,37,True,=,,IC50,nM,,23.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,23.0
3377,364777,17739920,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc2cccnc2cc1OC1CCC(O)CC1)c1csc2cncnc12,,,CHEMBL3886519,,2016.0,"{'bei': '18.12', 'le': '0.35', 'lle': '3.45', 'sei': '7.84'}",CHEMBL3902455,,CHEMBL3902455,7.62,False,http://www.openphacts.org/units/Nanomolar,2861295,=,37,True,=,,IC50,nM,,24.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,24.0
3378,364778,17739921,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc(Cl)ccc1N1CCCCC1)c1cnn2nc(O)cnc12,,,CHEMBL3886519,,2016.0,"{'bei': '20.44', 'le': '0.40', 'lle': '4.89', 'sei': '7.97'}",CHEMBL3930442,,CHEMBL3930442,7.62,False,http://www.openphacts.org/units/Nanomolar,2861296,=,37,True,=,,IC50,nM,,24.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,24.0
3379,364779,17739922,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(O)CC(C)Oc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,,,CHEMBL3886519,,2016.0,"{'bei': '18.65', 'le': '0.36', 'lle': '3.59', 'sei': '7.84'}",CHEMBL3893473,,CHEMBL3893473,7.62,False,http://www.openphacts.org/units/Nanomolar,2861297,=,37,True,=,,IC50,nM,,24.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,24.0
3380,364780,17739923,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc(Cl)ccc1N1CCC(CO)CC1)c1cnn2nc(O)cnc12,,,CHEMBL3886519,,2016.0,"{'bei': '18.75', 'le': '0.37', 'lle': '5.61', 'sei': '6.52'}",CHEMBL3917961,,CHEMBL3917961,7.55,False,http://www.openphacts.org/units/Nanomolar,2861298,=,37,True,=,,IC50,nM,,28.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,28.0
3381,364781,17739924,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc2cccnc2cc1OC1CCC(O)CC1)c1cnn2cccnc12,,,CHEMBL3886519,,2016.0,"{'bei': '18.68', 'le': '0.34', 'lle': '4.33', 'sei': '7.42'}",CHEMBL3951842,,CHEMBL3951842,7.54,False,http://www.openphacts.org/units/Nanomolar,2861299,=,37,True,=,,IC50,nM,,29.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,29.0
3382,364782,17739925,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)CCO)nc12,,,CHEMBL3886519,,2016.0,"{'bei': '18.41', 'le': '0.35', 'lle': '4.61', 'sei': '7.50'}",CHEMBL3924130,,CHEMBL3924130,7.54,False,http://www.openphacts.org/units/Nanomolar,2861300,=,37,True,=,,IC50,nM,,29.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,29.0
3383,364783,17739926,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,,,CHEMBL3886519,,2016.0,"{'bei': '19.51', 'le': '0.38', 'lle': '4.70', 'sei': '8.48'}",CHEMBL3960537,,CHEMBL3960537,7.51,False,http://www.openphacts.org/units/Nanomolar,2861301,=,37,True,=,,IC50,nM,,31.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,31.0
3384,364784,17739927,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,,,CHEMBL3886519,,2016.0,"{'bei': '19.51', 'le': '0.38', 'lle': '4.70', 'sei': '8.48'}",CHEMBL3960537,,CHEMBL3960537,7.51,False,http://www.openphacts.org/units/Nanomolar,2861301,=,37,True,=,,IC50,nM,,31.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,31.0
3385,364785,17739928,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,,,CHEMBL3886519,,2016.0,"{'bei': '19.51', 'le': '0.38', 'lle': '4.70', 'sei': '8.48'}",CHEMBL3960537,,CHEMBL3960537,7.51,False,http://www.openphacts.org/units/Nanomolar,2861301,=,37,True,=,,IC50,nM,,31.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,31.0
3386,364786,17739929,[],CHEMBL3887963,"In vitro IRAK-1 and IRAK-4 Assay: Purified recombinant IRAK-4 protein was incubated with 250 uM synthetic peptide(KKARFSRFAGSSPSQSSMVAR) in 30 ul of kinase buffer including (20 mM MOPS pH7.2, 25 mM beta glycerol phosphate, 5 mM EGTA, 1 mM sodium orthovanadate, 1 mM DTT, 50 uM ATP, 20 mM MgCl2, 10 uCi gamma-33P, 0.1% BSA) for the indicated time. For purified recombinant IRAK-1 protein kinase assay, 50 uM ATP was used. A 25 ul aliquot of the reaction mixture was transferred on to p81 phosphocellulose squares (Upstate Biotechnology, Lake Placid, N.Y.). The assay squares were washed three times with 0.75% phosphoric acid and once with acetone. Enzyme activity was measured by determining the bound radioactivity by liquid scintillation counting.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(O)CCOc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,,,CHEMBL3886519,,2016.0,"{'bei': '18.97', 'le': '0.36', 'lle': '3.84', 'sei': '7.69'}",CHEMBL3909778,,CHEMBL3909778,7.48,False,http://www.openphacts.org/units/Nanomolar,2861302,=,37,True,=,,IC50,nM,,33.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,33.0
