,Unnamed: 0,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei,ligand_efficiency
654,277,,33141,[],CHEMBL664097,In vitro antifungal activity against Cryptococcus neoformans,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,=,1,False,=,,Inhibition,ug ml-1,,100.0,CHEMBL365,Cryptococcus neoformans,Filobasidiella neoformans,5207.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
412,239,,32103,[],CHEMBL756997,Inhibitory activity of compound on p24 production in peripheral blood mononuclear cells infected with HIV strain RT-MDR.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1131738,Bioorg. Med. Chem. Lett.,1999,CHEMBL129,ZIDOVUDINE,CHEMBL129,6.82,False,http://www.openphacts.org/units/Nanomolar,66201,=,1,True,=,,IC50,nM,,150.0,CHEMBL612558,,ADMET,,,,IC50,uM,UO_0000065,,0.15,,,,,
1284,907,Not Determined,32771,[],CHEMBL675639,Inhibition of EGF-dependent epidermal growth factor receptor autophosphorylation,B,,,BAO_0000192,BAO_0000357,single protein format,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,,,CHEMBL1124610,J. Med. Chem.,1989,CHEMBL306988,,CHEMBL306988,,False,,137177,,1,False,,,Ki,,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,Ki,uM,,,,,,,,
1945,112,,37976,[],CHEMBL657509,In vitro antifungal activity against Candida albicans,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(C(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL352780,,CHEMBL352780,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338508,=,1,False,=,,Inhibition,ug ml-1,,100.0,CHEMBL366,Candida albicans,Candida albicans,5476.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2573,592,,40456,[],CHEMBL758597,Optimal dose per injection in mg/kg required to inhibit growth of P388 leukemia cells in mice,F,,,BAO_0000179,BAO_0000218,organism-based format,CN(C)CCNc1ccc2c3c(nn2Cc2ccccc2)-c2c(O)ccc(O)c2C(=O)c13.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL543510,,CHEMBL1192295,,False,,35222,=,1,True,=,,DOSE,mg.kg-1,,25.0,CHEMBL389,Mus musculus,P388,10090.0,,,Dose,mg kg-1,UO_0000308,,25.0,,,,,
1480,34,,36898,[],CHEMBL694911,Antiproliferative effect against Hep2 cell lines at a concentration of 1 uM,F,,,BAO_0000179,BAO_0000219,cell-based format,CCN(CC)CCNc1ccc(NCCN(CC)CC)c2c1C(=O)c1ccccc1C2=O,,,CHEMBL1122896,J. Med. Chem.,1985,CHEMBL416895,,CHEMBL416895,,False,http://qudt.org/vocab/unit#Percent,334753,=,1,False,=,,No. of untreated cells,%,,88.0,CHEMBL614735,Homo sapiens,HEp-2,9606.0,,,No. of untreated cells,%,UO_0000187,,88.0,,,,,
1887,50,,36914,[],CHEMBL706332,Tested in vitro against murine L1210 leukemia.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)CCCCCCCNc1ccc2c3c(nn2CCN(CC)CC)-c2ccccc2C(=O)c13.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL543742,,CHEMBL1192499,6.2,False,http://www.openphacts.org/units/Nanomolar,35211,=,1,True,=,,IC50,nM,,630.0,CHEMBL386,Mus musculus,L1210,10090.0,,,IC50,M,UO_0000065,,6.3e-07,,,,,
603,699,,36563,[],CHEMBL820328,Effect on the binding of radiolabeled [3H]colchicine to tubulin,B,,,BAO_0000201,BAO_0000224,protein format,COc1cc(/C=C\c2ccc(N(C)C)cc2)cc(OC)c1OC,,,CHEMBL1125188,J. Med. Chem.,1991,CHEMBL312992,,CHEMBL312992,,False,http://qudt.org/vocab/unit#Percent,157341,=,1,True,=,,Inhibition,%,,83.0,CHEMBL2094134,Bos taurus,Tubulin,9913.0,,,Inhibition,%,UO_0000187,,83.0,,,,,
59,274,,33138,[],CHEMBL815141,In vitro antifungal activity against Trichophyton mentagrophytes,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,=,1,False,=,,Inhibition,ug ml-1,,10.0,CHEMBL346,Arthroderma benhamiae,Arthroderma benhamiae,63400.0,,,Inhibition,ug ml-1,UO_0000274,,10.0,,,,,
2576,627,,40491,[],CHEMBL709593,In vivo anti-leishmanial activity was determined against hamster amastigotes of Leishmania donovani,F,,,BAO_0000201,BAO_0000218,organism-based format,Cc1ccc(-c2nc3n(c(=O)c2C#N)CCCS3)cc1,,,CHEMBL1128016,Bioorg. Med. Chem. Lett.,1994,CHEMBL91676,,CHEMBL91676,,False,http://qudt.org/vocab/unit#Percent,162801,=,1,True,=,,Inhibition,%,,62.0,CHEMBL367,Leishmania donovani,Leishmania donovani,5661.0,,,Inhibition,%,UO_0000187,,62.0,,,,,
551,437,,35301,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C=C(C#N)C#N)cc(OC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J. Med. Chem.,1989,CHEMBL421877,,CHEMBL421877,,False,http://www.openphacts.org/units/Nanomolar,137187,=,1,True,=,,IC50,nM,,850000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,IC50,uM,UO_0000065,,850.0,,,,,
3075,694,,38558,[],CHEMBL819038,Cytotoxic activity against U251 CNS cancer cell line,F,,,BAO_0000189,BAO_0000219,cell-based format,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL279983,,CHEMBL279983,,False,http://www.openphacts.org/units/Nanomolar,84812,=,1,True,=,,GI50,nM,,5810.0,CHEMBL615022,Homo sapiens,U-251,9606.0,,,GI50,M,UO_0000065,,5.81e-06,,,,,
201,650,,34514,[],CHEMBL647080,Tested for activity against murine B-16 melanoma in mice and percent treated to the control values with the number of 60 day survivors,F,,,BAO_0001103,BAO_0000219,cell-based format,O=C1c2ccccc2-c2nn(CCNCO)c3ccc(NCCNCCO)c1c23,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL24454,,CHEMBL24454,,False,http://qudt.org/vocab/unit#Percent,35236,=,1,False,=,,T/C,%,,231.0,CHEMBL381,Mus musculus,B16,10090.0,,,T/C,%,UO_0000187,,231.0,,,,,
129,273,,33137,[],CHEMBL729320,In vitro antifungal activity against Microsporum canis,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612335,Arthroderma otae,Microsporum canis,63405.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
3096,136,,39000,[],CHEMBL839886,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1cc(/C=C/c2ccc(N(C)C)cc2)cc(OC)c1OC,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL89291,,CHEMBL89291,,False,http://www.openphacts.org/units/Micromolar,157340,=,1,False,=,,ED50,uM,,0.0061,CHEMBL392,Homo sapiens,A549,9606.0,,,ED50,uM,UO_0000064,,0.0061,,,,,
902,917,,32781,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],,,CHEMBL1124610,J. Med. Chem.,1989,CHEMBL77085,,CHEMBL77085,4.62,False,http://www.openphacts.org/units/Nanomolar,137197,=,1,True,=,,Ki,nM,,24000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,Ki,uM,UO_0000065,,24.0,21.47,0.39,2.89,4.16,
1844,338,,36202,[],CHEMBL712064,In vivo optimal nontoxic dose against murine L1210 leukemia cells after i.v. administration day 1 after tumor i.p. inoculation.,F,,,BAO_0000179,BAO_0000218,organism-based format,Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)/C=C/c4ccc(N(CCCl)CCCl)cc4)cn3C)cn2C)cc1C(=O)NCCC(=N)N,,,CHEMBL1133770,J. Med. Chem.,2000,CHEMBL553635,,CHEMBL99772,,False,,164591,=,1,False,=,,Optimal dose,mg kg-1,,6.2,CHEMBL386,Mus musculus,L1210,10090.0,,,Optimal dose,mg kg-1,UO_0000308,,6.2,,,,,
1636,703,,38567,[],CHEMBL668036,Cytotoxic activity against DU-145 Prostate cancer cell line,F,,,BAO_0000189,BAO_0000219,cell-based format,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL279983,,CHEMBL279983,,False,http://www.openphacts.org/units/Nanomolar,84812,=,1,True,=,,GI50,nM,,2830.0,CHEMBL613508,Homo sapiens,DU-145,9606.0,,,GI50,M,UO_0000065,,2.83e-06,,,,,
213,873,,34737,[],CHEMBL765211,In vitro inhibitory activity against recombinant human PPI using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000019,assay format,O=C1C=C(c2c[nH]c3ccccc23)c2ccccc2C1=O,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL60707,,CHEMBL60707,5.5,False,http://www.openphacts.org/units/Nanomolar,100640,=,1,True,=,,IC50,nM,,3190.0,CHEMBL612545,,Unchecked,,,,IC50,uM,UO_0000065,,3.19,,,,,
104,240,,32104,[],CHEMBL761369,Inhibitory activity of compound on p24 production in peripheral blood mononuclear cells infected with HIV strain A17.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1131738,Bioorg. Med. Chem. Lett.,1999,CHEMBL129,ZIDOVUDINE,CHEMBL129,8.22,False,http://www.openphacts.org/units/Nanomolar,66201,=,1,True,=,,IC50,nM,,6.0,CHEMBL612558,,ADMET,,,,IC50,uM,UO_0000065,,0.006,,,,,
3042,269,,38133,[],CHEMBL706332,Tested in vitro against murine L1210 leukemia.,F,,,BAO_0000190,BAO_0000219,cell-based format,Br.CCN(CC)CCn1nc2c3c(c(NCCNC)ccc31)C(=O)c1c(O)ccc(O)c1-2,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL543035,,CHEMBL1191878,5.13,False,http://www.openphacts.org/units/Nanomolar,35168,=,1,True,=,,IC50,nM,,7400.0,CHEMBL386,Mus musculus,L1210,10090.0,,,IC50,M,UO_0000065,,7.4e-06,,,,,
2553,458,,40322,[],CHEMBL657509,In vitro antifungal activity against Candida albicans,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(CC(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL355397,,CHEMBL355397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338531,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL366,Candida albicans,Candida albicans,5476.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2528,78,,39942,[],CHEMBL757894,Activation of PDE4D3 (phosphodiesterase).,F,,,BAO_0000188,BAO_0000019,assay format,CCCCCCCC/C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCNC(=O)c1c(F)c(F)c(N=[N+]=[N-])c(F)c1F)COP(=O)(O)O,,,CHEMBL1135919,J. Med. Chem.,2002,CHEMBL1160098,,CHEMBL1160098,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,75342,=,1,True,=,,EC50,ug.mL-1,,20.0,CHEMBL2712,Rattus norvegicus,Phosphodiesterase 4D,10116.0,,,EC50,ug ml-1,UO_0000274,,20.0,,,,,
589,338,,36202,[],CHEMBL712064,In vivo optimal nontoxic dose against murine L1210 leukemia cells after i.v. administration day 1 after tumor i.p. inoculation.,F,,,BAO_0000179,BAO_0000218,organism-based format,Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)/C=C/c4ccc(N(CCCl)CCCl)cc4)cn3C)cn2C)cc1C(=O)NCCC(=N)N,,,CHEMBL1133770,J. Med. Chem.,2000,CHEMBL553635,,CHEMBL99772,,False,,164591,=,1,False,=,,Optimal dose,mg kg-1,,6.2,CHEMBL386,Mus musculus,L1210,10090.0,,,Optimal dose,mg kg-1,UO_0000308,,6.2,,,,,
674,609,,33473,[],CHEMBL772435,In vitro inhibitory activity against recombinant human protein-tyrosine phosphatase 1B (PTP1B) using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1ccc(C2=CC(=O)C(=O)c3ccccc32)cc1,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL301254,,CHEMBL301254,5.81,False,http://www.openphacts.org/units/Nanomolar,100668,=,1,True,=,,IC50,nM,,1540.0,CHEMBL335,Homo sapiens,Protein-tyrosine phosphatase 1B,9606.0,,,IC50,uM,UO_0000065,,1.54,19.89,0.36,3.14,9.62,
2903,343,,36207,[],CHEMBL848838,Ratio between IC50 value on resistant cells and sensitive cells,F,,,BAO_0000179,BAO_0000219,cell-based format,Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)/C=C/c4ccc(N(CCCl)CCCl)cc4)cn3C)cn2C)cc1C(=O)NCCC(=N)N,,,CHEMBL1133770,J. Med. Chem.,2000,CHEMBL553635,,CHEMBL99772,,False,,164591,=,1,False,=,,Resistance index,,,8.0,CHEMBL386,Mus musculus,L1210,10090.0,,,Resistance index,,,,8.0,,,,,
2445,136,,38000,[],CHEMBL824064,"In vivo activity against microsporosis guinea pig, measured as the ratio of animals cured/animals infected (C/I) at dose 10 mg/kg; C/I = 4/8",F,,,BAO_0000179,BAO_0000218,organism-based format,CCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,,CHEMBL1122688,J. Med. Chem.,1984,CHEMBL369813,,CHEMBL369813,,False,,338516,=,1,False,=,,C/I ratio,,,4.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,C/I ratio,,,,4.0,,,,,
1294,195,,33059,[],CHEMBL665236,DNA binding affinity as log K value,B,,,BAO_0000179,BAO_0000225,nucleic acid format,COc1cc(NS(C)(=O)=O)ccc1Nc1c2cccc(C)c2nc2c(C)cccc12,,,CHEMBL1122588,J. Med. Chem.,1984,CHEMBL326857,,CHEMBL326857,,False,,231154,=,1,False,=,,Log K,,,6.14,CHEMBL345,,Nucleic Acid,,,,Log K,,,,6.14,,,,,
242,906,,32770,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J. Med. Chem.,1989,CHEMBL306988,,CHEMBL306988,,False,http://www.openphacts.org/units/Nanomolar,137177,=,1,True,=,,IC50,nM,,500000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,IC50,uM,UO_0000065,,500.0,,,,,
171,185,,34049,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(O)c(O)c1,,,CHEMBL1124610,J. Med. Chem.,1989,CHEMBL76904,TYRPHOSTIN 23,CHEMBL76904,4.46,True,http://www.openphacts.org/units/Nanomolar,137194,=,1,True,=,,IC50,nM,,35000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,IC50,uM,UO_0000065,,35.0,23.93,0.43,2.93,5.06,
161,767,,33631,[],CHEMBL875140,Inhibitory activity against Dihydrofolate reductase from rat liver,B,,,BAO_0000190,BAO_0000019,assay format,CCN(Cc1cnc2nc(N)nc(N)c2c1C)c1cc(OC)c(OC)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL52433,,CHEMBL52433,7.98,True,http://www.openphacts.org/units/Nanomolar,84824,=,1,True,=,,IC50,nM,,10.5,CHEMBL2363,Rattus norvegicus,Dihydrofolate reductase,10116.0,,,IC50,nM,UO_0000065,,10.5,20.02,0.38,5.43,6.56,
1628,695,,38559,[],CHEMBL708577,Cytotoxic activity against LOXIMVI Melanoma cell line,F,,,BAO_0000189,BAO_0000219,cell-based format,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL279983,,CHEMBL279983,,False,http://www.openphacts.org/units/Nanomolar,84812,=,1,True,=,,GI50,nM,,3350.0,CHEMBL614096,Homo sapiens,LOX IMVI,9606.0,,,GI50,M,UO_0000065,,3.35e-06,,,,,
1260,711,,38575,[],CHEMBL664916,Inhibitory activity against Dihydrofolate reductase from Toxoplasma gondii,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCN(Cc1cnc2nc(N)nc(N)c2c1C)c1cc(OC)c(OC)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL49454,,CHEMBL49454,8.11,True,http://www.openphacts.org/units/Nanomolar,84826,=,1,True,=,,IC50,nM,,7.7,CHEMBL2425,Toxoplasma gondii,Dihydrofolate reductase,5811.0,,,IC50,nM,UO_0000065,,7.7,19.86,0.37,5.95,6.67,
2982,95,,37959,[],CHEMBL815607,In vitro antifungal activity against Trichophyton rubrum,F,,,BAO_0000181,BAO_0000218,organism-based format,CCCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL434298,,CHEMBL434298,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338536,=,1,False,=,,Inhibition,ug ml-1,,100.0,CHEMBL612649,Trichophyton rubrum,Trichophyton rubrum,5551.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2910,697,,36561,[],CHEMBL708210,Cytotoxic concentration required to inhibit 50% cell growth in MLM melanoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1cc(/C=C\c2ccc(N(C)C)cc2)cc(OC)c1OC,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL312992,,CHEMBL312992,,False,http://www.openphacts.org/units/Micromolar,157341,=,1,False,=,,ED50,uM,,0.0094,CHEMBL614684,,MLM,,,,ED50,uM,UO_0000064,,0.0094,,,,,
522,873,,34737,[],CHEMBL765211,In vitro inhibitory activity against recombinant human PPI using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000019,assay format,O=C1C=C(c2c[nH]c3ccccc23)c2ccccc2C1=O,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL60707,,CHEMBL60707,5.5,False,http://www.openphacts.org/units/Nanomolar,100640,=,1,True,=,,IC50,nM,,3190.0,CHEMBL612545,,Unchecked,,,,IC50,uM,UO_0000065,,3.19,,,,,
594,343,,36207,[],CHEMBL848838,Ratio between IC50 value on resistant cells and sensitive cells,F,,,BAO_0000179,BAO_0000219,cell-based format,Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)/C=C/c4ccc(N(CCCl)CCCl)cc4)cn3C)cn2C)cc1C(=O)NCCC(=N)N,,,CHEMBL1133770,J. Med. Chem.,2000,CHEMBL553635,,CHEMBL99772,,False,,164591,=,1,False,=,,Resistance index,,,8.0,CHEMBL386,Mus musculus,L1210,10090.0,,,Resistance index,,,,8.0,,,,,
1347,442,,34306,[],CHEMBL663720,In vitro inhibition of human DNA topoisomerase II activity.,B,,,BAO_0000201,BAO_0000224,protein format,COc1ccc(/N=C2/C(=O)c3cncnc3C(O)=C2Cl)c(OC)c1,,,CHEMBL1147454,Bioorg. Med. Chem. Lett.,2004,CHEMBL114758,,CHEMBL114758,,False,http://qudt.org/vocab/unit#Percent,215719,=,1,True,=,,Inhibition,%,,20.0,CHEMBL2094255,Homo sapiens,DNA topoisomerase II,9606.0,,,Inhibition,%,UO_0000187,,20.0,,,,,
2217,442,,34306,[],CHEMBL663720,In vitro inhibition of human DNA topoisomerase II activity.,B,,,BAO_0000201,BAO_0000224,protein format,COc1ccc(/N=C2/C(=O)c3cncnc3C(O)=C2Cl)c(OC)c1,,,CHEMBL1147454,Bioorg. Med. Chem. Lett.,2004,CHEMBL114758,,CHEMBL114758,,False,http://qudt.org/vocab/unit#Percent,215719,=,1,True,=,,Inhibition,%,,20.0,CHEMBL2094255,Homo sapiens,DNA topoisomerase II,9606.0,,,Inhibition,%,UO_0000187,,20.0,,,,,
63,278,,33142,[],CHEMBL659518,In vitro antifungal activity against Candida tropicalis,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,=,1,False,=,,Inhibition,ug ml-1,,10.0,CHEMBL612870,Candida tropicalis,Candida tropicalis,5482.0,,,Inhibition,ug ml-1,UO_0000274,,10.0,,,,,
719,647,,34511,[],CHEMBL762168,"Activity against P388 leukemia cells in mice, by intraperitoneal dosing and net log tumor cell kill was reported",F,,,BAO_0000181,BAO_0000219,cell-based format,O=C1c2ccccc2-c2nn(CCNCO)c3ccc(NCCNCCO)c1c23,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL24454,,CHEMBL24454,,False,,35236,=,1,False,=,,Activity,,,5.2,CHEMBL389,Mus musculus,P388,10090.0,,,Activity,,,,5.2,,,,,
3002,115,,37979,[],CHEMBL806723,In vitro antifungal activity against Sporothrix schenck ii,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(C(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL352780,,CHEMBL352780,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338508,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612245,Sporothrix schenckii,Sporothrix schenckii,29908.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1390,997,,34861,[],CHEMBL813898,Inhibitory activity against cultured Toxoplasma gondii,F,,,BAO_0000190,BAO_0000218,organism-based format,COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL23705,,CHEMBL23705,5.76,False,http://www.openphacts.org/units/Nanomolar,84829,=,1,True,=,,IC50,nM,,1730.0,CHEMBL612888,Toxoplasma gondii,Toxoplasma gondii,5811.0,,,IC50,uM,UO_0000065,,1.73,,,,,
2965,860,,37724,[],CHEMBL715108,Cytotoxic concentration required to inhibit 50% cell growth in MCF-7 breast carcinoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(NCc2cc(OC)c(OC)c(OC)c2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL86960,,CHEMBL86960,,False,http://www.openphacts.org/units/Micromolar,157330,=,1,False,=,,ED50,uM,,0.0024,CHEMBL387,Homo sapiens,MCF7,9606.0,,,ED50,uM,UO_0000064,,0.0024,,,,,
2652,639,,41503,[],CHEMBL847182,"In vivo activity against vaginal candidoses in rats, measured as the ratio of animals cured/animals infected (C/I) at dose 2.5 mg/kg; C/I = 0/2",F,,,BAO_0000179,BAO_0000218,organism-based format,CC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,,CHEMBL1122688,J. Med. Chem.,1984,CHEMBL171740,,CHEMBL171740,,False,,338509,=,1,False,=,,C/I ratio,,,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,C/I ratio,,,,0.0,,,,,
2881,830,,35694,[],CHEMBL758597,Optimal dose per injection in mg/kg required to inhibit growth of P388 leukemia cells in mice,F,,,BAO_0000179,BAO_0000218,organism-based format,CCCCCCNc1ccc2c3c(nn2CCO)-c2ccccc2C(=O)c13,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL286208,,CHEMBL286208,,False,,35205,=,1,True,=,,DOSE,mg.kg-1,,100.0,CHEMBL389,Mus musculus,P388,10090.0,,,Dose,mg kg-1,UO_0000308,,100.0,,,,,
